id	filename	md5	size	state
39b522e7-162a-42e6-bdcc-a156016b9a81	39b522e7-162a-42e6-bdcc-a156016b9a81/f96a4c25-e675-451e-8c8e-9548d1355318.rna_seq.augmented_star_gene_counts.tsv	399ef377f1bba5bf2668353b550308c3	4235331	validated
3c5c707d-2046-4dcd-a566-bea1eaf24f74	3c5c707d-2046-4dcd-a566-bea1eaf24f74/69003cd5-2aeb-4d84-a490-76667572ca0f.rna_seq.augmented_star_gene_counts.tsv	8d0ce3a27e891768675600cb4df19936	4250626	validated
3dff6d1d-98ca-49b9-a6e4-5a4da59fb2f8	3dff6d1d-98ca-49b9-a6e4-5a4da59fb2f8/12debe80-71c0-43a9-bdf8-a859a57a9638.rna_seq.augmented_star_gene_counts.tsv	aaf89664d561aa7f525070f3ce934d45	4240147	validated
3fcab96a-b477-48f8-8acd-5c8b76e0c952	3fcab96a-b477-48f8-8acd-5c8b76e0c952/01d5f6a9-fd9b-4472-aa39-a4367105c661.rna_seq.augmented_star_gene_counts.tsv	11258b73db4a02ad836e09f9806532d9	4245259	validated
421291fd-adda-42ab-8574-209da13d33a6	421291fd-adda-42ab-8574-209da13d33a6/12ebe3f6-41f7-4239-a6b5-325c33468eca.rna_seq.augmented_star_gene_counts.tsv	af06925009a343343655d5f1f3609b1e	4239579	validated
4b758e7e-870c-4b60-8cb6-dac730bd9faf	4b758e7e-870c-4b60-8cb6-dac730bd9faf/9a99a8f3-6a9f-45dc-b9cb-b233c6d6db60.rna_seq.augmented_star_gene_counts.tsv	a0ed548803e0a80e53d02ee1d6ac75fb	4252894	validated
5013520a-e7b1-4171-865c-f5a624741432	5013520a-e7b1-4171-865c-f5a624741432/963bb3df-5b6e-424f-acb2-ffee1424d6f8.rna_seq.augmented_star_gene_counts.tsv	4c150f8d6f55466b1f294c3075d89c60	4232085	validated
5a1cd867-8bad-4e36-908a-c82b6ae64083	5a1cd867-8bad-4e36-908a-c82b6ae64083/0cd8ea32-8f53-4bcd-a778-4a4cc0ca6fa6.rna_seq.augmented_star_gene_counts.tsv	5d2c6c6c757ec1c43c0f207247363eea	4240667	validated
5cd2f5f2-1325-454e-94a3-253d475205ef	5cd2f5f2-1325-454e-94a3-253d475205ef/9849d0e7-d13b-4f3b-b73d-d67e635a96ed.rna_seq.augmented_star_gene_counts.tsv	98bb2f1488dd12dd03a977996930be43	4233018	validated
5d956a24-693e-47ad-b315-180c86a0528e	5d956a24-693e-47ad-b315-180c86a0528e/3e1cc145-6719-4320-8b66-0deeaa864a6a.rna_seq.augmented_star_gene_counts.tsv	05757af13cce2618b1816878665b664a	4266063	validated
60ae8b09-673e-418f-abda-7e3ce228c808	60ae8b09-673e-418f-abda-7e3ce228c808/63031ef8-ece4-4472-a07c-8177f6089455.rna_seq.augmented_star_gene_counts.tsv	09009b796642d5e0a09ed608e7ac4006	4254074	validated
68aef922-b430-4183-baf0-fd980deaeaa0	68aef922-b430-4183-baf0-fd980deaeaa0/af8472e3-030e-428f-aa2d-6bb409a1b58a.rna_seq.augmented_star_gene_counts.tsv	4887a3fa75ae199fb463e0e25cbb9ec9	4239901	validated
6d8bf03c-2f7c-45b1-b81c-1de9d5085960	6d8bf03c-2f7c-45b1-b81c-1de9d5085960/4a818b3c-9b63-4d78-9969-38e513f46d5a.rna_seq.augmented_star_gene_counts.tsv	2aba84f1c5f1055e1ea96f8fb2f5d4e2	4226971	validated
6dc1b313-81c8-4b4d-8fcd-07ad3fe499f7	6dc1b313-81c8-4b4d-8fcd-07ad3fe499f7/95bd9ee8-3c36-40e7-9fbe-780421c93702.rna_seq.augmented_star_gene_counts.tsv	db3fb807a5e3cfe229616b4cf15d890f	4249340	validated
6df1efd7-bd1b-4c00-8cbb-eb1b6b7c78b6	6df1efd7-bd1b-4c00-8cbb-eb1b6b7c78b6/777fc549-47cf-4c3b-9931-e58c9f3fcc6b.rna_seq.augmented_star_gene_counts.tsv	2c8c411e9ca3cc893daa3594799bdbdf	4246678	validated
6f2cbdf8-24b9-4b9c-9a73-4e872852e6ac	6f2cbdf8-24b9-4b9c-9a73-4e872852e6ac/5c5642f0-08aa-4e0f-a991-e872d44e5b66.rna_seq.augmented_star_gene_counts.tsv	1f5912817f341de4375a80cf3db8c432	4245352	validated
6faba44d-0367-4d54-a41e-1f2969760558	6faba44d-0367-4d54-a41e-1f2969760558/27fb6050-b8b6-4cae-800d-429d63093d67.rna_seq.augmented_star_gene_counts.tsv	de284cfe573d16a9a1af4380012d6237	4252065	validated
726754a2-6158-4eae-a2ce-5f880d33823e	726754a2-6158-4eae-a2ce-5f880d33823e/e941ade9-6e68-481f-ab7d-1d520dc8830d.rna_seq.augmented_star_gene_counts.tsv	8ad6443a4fbf0a8a62e5fb5f1caea429	4246434	validated
79b8911f-fabb-416e-9b80-2f55080192c3	79b8911f-fabb-416e-9b80-2f55080192c3/1fec5f1c-60b6-4162-8e22-0ef60cca90bc.rna_seq.augmented_star_gene_counts.tsv	0cc3b8c0fa0236c3345d56d0f7fdefa4	4249854	validated
7e479a5b-d557-4838-b415-3ceb31d1a139	7e479a5b-d557-4838-b415-3ceb31d1a139/e3d35334-289e-432d-9d15-a88753817cf1.rna_seq.augmented_star_gene_counts.tsv	233fbf8d6684d0ce11cdce14f51504bd	4223363	validated
7ef1199e-aedb-4470-81a1-70d93655154b	7ef1199e-aedb-4470-81a1-70d93655154b/f98c5dd2-eec7-477a-9de4-a268b6701f04.rna_seq.augmented_star_gene_counts.tsv	f09814a1164d976adf614fddfe556828	4238647	validated
831bedf9-e67d-4a2a-b0a7-6d6c92edf77a	831bedf9-e67d-4a2a-b0a7-6d6c92edf77a/827a8cb3-423c-471e-abc6-c62329a5ec16.rna_seq.augmented_star_gene_counts.tsv	04c22ddcca747431ed5d4c190e16a86c	4245697	validated
8bbda4a1-af04-496f-b047-1d74c29ec19a	8bbda4a1-af04-496f-b047-1d74c29ec19a/34a5db13-6ea3-4f76-88dd-edddc9d6f057.rna_seq.augmented_star_gene_counts.tsv	1ae95a4365b3eea3abd140d30c3f4562	4224787	validated
8d2de4ab-6e9a-40e6-b9ec-8c3c78e7f19c	8d2de4ab-6e9a-40e6-b9ec-8c3c78e7f19c/cc7fca3c-f2a0-4cfd-9572-3d25e2897025.rna_seq.augmented_star_gene_counts.tsv	01a8c6aaf64f761499fd6865ddaf2910	4252466	validated
900aa358-a422-4edc-a65e-4b99f4b7625a	900aa358-a422-4edc-a65e-4b99f4b7625a/da3c2aa9-bdd6-4b4a-b0d6-0fc5f49002f4.rna_seq.augmented_star_gene_counts.tsv	ad6e433e446546890679b41651d714ba	4240306	validated
915bec49-700e-44fc-af01-e96ab507aab3	915bec49-700e-44fc-af01-e96ab507aab3/3e8b587b-10c9-4e13-b4b9-c10dc8239ff8.rna_seq.augmented_star_gene_counts.tsv	1681a32ab92dfc3ee17f107ee59e2b8c	4235856	validated
996511b1-d236-4060-a307-81557721cfe5	996511b1-d236-4060-a307-81557721cfe5/21e626a0-d885-475a-9ce0-51d00300cd7e.rna_seq.augmented_star_gene_counts.tsv	50f854006f825c9aa6c14439c9e272fa	4240211	validated
a1f29e81-e426-4cc5-813b-fcf83a595303	a1f29e81-e426-4cc5-813b-fcf83a595303/43fa77f1-48e8-4d05-b726-e8cb8e2a5a37.rna_seq.augmented_star_gene_counts.tsv	0b0afa583b9815b8163c0873a56187b3	4256883	validated
ab53ebb6-2f7e-42ed-a46a-b2a541472fe7	ab53ebb6-2f7e-42ed-a46a-b2a541472fe7/2b714678-3d78-4a5e-aa1f-4c55594c875e.rna_seq.augmented_star_gene_counts.tsv	0f571ee51d71ea2ef4db422bc779fe33	4257368	validated
afe81650-e131-41ab-81e9-0ecb888b1420	afe81650-e131-41ab-81e9-0ecb888b1420/bbae6694-4c62-4ac2-a024-248c12da7104.rna_seq.augmented_star_gene_counts.tsv	badcc0d5c64ae9f4b514847abc4d142c	4249550	validated
b2a87553-0fb8-4e1f-9e6e-cc0510b07c8a	b2a87553-0fb8-4e1f-9e6e-cc0510b07c8a/1c86477f-ce4f-4848-824d-4c76c2bff39a.rna_seq.augmented_star_gene_counts.tsv	12b108f073e276240c49c98ddc2e6164	4221058	validated
b9a7cd9a-ff3d-4862-a03b-71f60e42ddea	b9a7cd9a-ff3d-4862-a03b-71f60e42ddea/129bb7a2-f494-42f1-9627-47a574f28de5.rna_seq.augmented_star_gene_counts.tsv	a277ef6bb50df4d69a4fdc6d01cdfb91	4251608	validated
c0ab320a-1952-4875-af3e-9f30dcc2406b	c0ab320a-1952-4875-af3e-9f30dcc2406b/1f3497e8-96ac-484f-88c7-21f65eab025c.rna_seq.augmented_star_gene_counts.tsv	f3436e16dca6572a554c67c9fe89b753	4241169	validated
c116495e-d80b-4f43-90ed-7103a83a284c	c116495e-d80b-4f43-90ed-7103a83a284c/b4523c94-6642-4eca-acc6-53bbb95438f2.rna_seq.augmented_star_gene_counts.tsv	2d44980b2db0527ff2416156906be1df	4230637	validated
c2bbfd1c-59bb-42a8-8987-1d36865ec762	c2bbfd1c-59bb-42a8-8987-1d36865ec762/66ff55cf-f1a5-46e7-aca6-22a5d659731d.rna_seq.augmented_star_gene_counts.tsv	358ea25b1d219d8f41bf51a8016629ba	4253858	validated
c8134951-c924-4789-93bc-9af9b79933cb	c8134951-c924-4789-93bc-9af9b79933cb/14ac6128-df5d-423f-859b-0299bcc4e7fc.rna_seq.augmented_star_gene_counts.tsv	2c4647a71918fd5974b59e7875692df0	4237967	validated
c909d244-ad90-42b8-8cb9-b12a878bdbfa	c909d244-ad90-42b8-8cb9-b12a878bdbfa/7109300e-d920-4baf-9507-69acf2eac917.rna_seq.augmented_star_gene_counts.tsv	1c1907a60474db3670ada573822887e4	4228607	validated
cac6d56b-22df-46a8-b98f-f59fa9257f5e	cac6d56b-22df-46a8-b98f-f59fa9257f5e/b72fae78-e0cd-47d7-a5cb-e179e1bc90b6.rna_seq.augmented_star_gene_counts.tsv	870f0c4b74cd6a87bf7640c25a6f1c10	4248639	validated
cbe040e0-9ed9-4af4-a177-392a0b63a40b	cbe040e0-9ed9-4af4-a177-392a0b63a40b/b7638728-f287-4ec3-a3c7-a78b1f8825e0.rna_seq.augmented_star_gene_counts.tsv	25a2bb74f5b49555ab17a0e6b346fb36	4237168	validated
cc4d6b44-ae57-4f0c-affe-ba411b9fba9b	cc4d6b44-ae57-4f0c-affe-ba411b9fba9b/9b432efc-fbd9-40fe-b5c9-1bf67a03b191.rna_seq.augmented_star_gene_counts.tsv	ec68493a51684e20604d2c641e801e76	4245997	validated
d1d341bd-1a8e-4162-a63c-92ecc78e9c82	d1d341bd-1a8e-4162-a63c-92ecc78e9c82/628efe45-6269-4c4b-8f50-15be89877383.rna_seq.augmented_star_gene_counts.tsv	41c0f040df3de3f26784f8a54c8b3673	4240810	validated
d499f1d6-3d58-406e-9ed5-98141e774ddc	d499f1d6-3d58-406e-9ed5-98141e774ddc/49f90402-948d-4fe2-8c8e-4f1c37fe41e7.rna_seq.augmented_star_gene_counts.tsv	499a53dc937a6c9835d33f81f676b4e4	4225826	validated
d6a8b3be-0ea5-4d4f-bf62-27ec684d4705	d6a8b3be-0ea5-4d4f-bf62-27ec684d4705/21aaa4c9-e933-4e64-b3d9-8d2d1b9a9ea6.rna_seq.augmented_star_gene_counts.tsv	cbe772260992e02926bb75bb5876568a	4235816	validated
d81180fa-51d8-4499-aed4-bbad365f67e1	d81180fa-51d8-4499-aed4-bbad365f67e1/6ff3d64c-4f44-483d-beee-8fa36aad7468.rna_seq.augmented_star_gene_counts.tsv	e4a487b53318331ce932fbafc51aa166	4242521	validated
d98b9775-6abc-48fa-a229-39442a7291d7	d98b9775-6abc-48fa-a229-39442a7291d7/b5c24f07-b63c-4bcb-95a3-10a8efea960e.rna_seq.augmented_star_gene_counts.tsv	ea0adfb656fff9ad26d218617d249491	4242383	validated
dbe1371f-dbf9-46b1-b603-a9e560fb75df	dbe1371f-dbf9-46b1-b603-a9e560fb75df/d46f2d5f-0e4a-4c0c-8904-44b95a1dcbd0.rna_seq.augmented_star_gene_counts.tsv	15871dee753b71c14766f10ab33fa8f0	4251307	validated
dcc70515-99c2-4867-b39a-e4c3e3a66430	dcc70515-99c2-4867-b39a-e4c3e3a66430/86f3f0b9-56f4-4239-8162-6d24c108d880.rna_seq.augmented_star_gene_counts.tsv	a77dc465f579f16d8df2a3b547c8e4c7	4249733	validated
dcead401-3e21-4718-9ce1-863177be3f10	dcead401-3e21-4718-9ce1-863177be3f10/288cad88-f92f-4e58-824a-7c352838643e.rna_seq.augmented_star_gene_counts.tsv	6d07c41e96dcfa68c6bfc01a3c58c3f4	4250693	validated
df630d23-f007-4cc4-9910-edb44046d556	df630d23-f007-4cc4-9910-edb44046d556/a40c1d70-1750-45d0-a85b-688331b029ea.rna_seq.augmented_star_gene_counts.tsv	9e07990dc14e850ad8f3b42d0169ca29	4197333	validated
e20633e3-526f-4ac5-9cb0-202a028462b0	e20633e3-526f-4ac5-9cb0-202a028462b0/d2c2fafe-048d-4584-8136-4e607465d72d.rna_seq.augmented_star_gene_counts.tsv	39dc851163fc18a1966ffc001a9eec8b	4241075	validated
e673a5b6-c070-4068-b667-c7e81adfb4cf	e673a5b6-c070-4068-b667-c7e81adfb4cf/58221495-6cdb-4363-aa29-8f0b1c42a6f5.rna_seq.augmented_star_gene_counts.tsv	53891b1f343853e402a57af21ac67a2e	4251414	validated
ee7ecfb9-1ec5-4553-ba37-19c2b5f0da0f	ee7ecfb9-1ec5-4553-ba37-19c2b5f0da0f/8da80836-efa4-4ee0-9809-02459a4cf833.rna_seq.augmented_star_gene_counts.tsv	e8d1eb99482edebebe8601c0c89384dc	4246014	validated
eeb25b36-1272-4092-848e-9807eaed9d4e	eeb25b36-1272-4092-848e-9807eaed9d4e/eafedf8f-3ef0-4cde-9193-700200f5a930.rna_seq.augmented_star_gene_counts.tsv	19e0a4a1ced7641085465d76d6bb4966	4236946	validated
efde0fd9-7f08-4c33-9e2b-8d9b8cfccf50	efde0fd9-7f08-4c33-9e2b-8d9b8cfccf50/acffe97d-bcaf-4c3c-877f-a48d9f5e81db.rna_seq.augmented_star_gene_counts.tsv	8593cd04ca58bb332aaea8d5230f532e	4256145	validated
f44064f2-9839-4e4f-9510-8a5dd0ee1e56	f44064f2-9839-4e4f-9510-8a5dd0ee1e56/81bb1bf7-c71e-42a8-932d-4461f26047a8.rna_seq.augmented_star_gene_counts.tsv	7f5ff1a2d7792b205445f411aaccd407	4229770	validated
f8a0a7cf-0444-4039-a255-6d31bcf748ac	f8a0a7cf-0444-4039-a255-6d31bcf748ac/d65aca79-6b26-45da-8a9e-d9d0bc1f179b.rna_seq.augmented_star_gene_counts.tsv	369146e67803ebc38b15a46d1abf0e3b	4248034	validated
fae1f158-5990-4e7c-90a9-f33fe8be8753	fae1f158-5990-4e7c-90a9-f33fe8be8753/d468fd85-1ccf-44a4-b9ea-1640137d8f62.rna_seq.augmented_star_gene_counts.tsv	51f5f1a92a52d7c22df1c55b43afe3bd	4250500	validated
fb185dab-f274-4565-ba4a-223e5d629310	fb185dab-f274-4565-ba4a-223e5d629310/700eaa67-e398-45b2-a71c-06a10777891a.rna_seq.augmented_star_gene_counts.tsv	0bff982aa0ef19168a978ddcefab7a3e	4234245	validated
fb449c0c-d752-4110-a41a-c46aa29617ea	fb449c0c-d752-4110-a41a-c46aa29617ea/9fc93356-db5f-4fae-ac7c-9c45aae86269.rna_seq.augmented_star_gene_counts.tsv	27bd48f47607ab78dab87ff307fd56de	4245720	validated
